image_id,n_citi,bed,bath,sqft,price
7127,154,4,2,2338,649000
7128,87,4,3,2547,689900
7129,407,3,2,2305,650000
7130,300,4,3,3883,695000
7131,266,3,2,1433,649900
7132,310,5,4,4479,685000
7133,266,3,3,1867,665000
7134,266,4,4,2702,650000
7135,368,5,3,3812,649000
7136,87,6,3,3074,695900
7137,310,6,4,3690,649000
7138,266,3,2,2339,658000
7139,213,5,3,2782,689000
7140,368,5,3,3155,645000
7141,87,4,4,3197,674900
7145,310,4,3,2950,650000
7146,310,5,4,4479,675000
7147,310,4,4,4157,645000
7149,300,4,2,3075,649000
7150,266,3,2,1772,687500
7151,300,3,2,2203,645000
7152,300,4,3,2539,649500
7153,64,3,3,3500,665000
7155,87,4,4,3703,659000
7156,34,4,3,3296,687000
7157,300,3,3,2724,669500
7158,153,3,3,2855,695000
7159,265,4,2,2330,675000
7160,175,3,3,2643,690000
7161,64,3,2,1896,649000
7164,310,5,4,3794,674888
7165,233,4,3,2800,649000
7166,265,5,4,3423,689000
7167,233,4,3,4259,649000
7168,87,5,3,2496,649990
7169,310,4,3,4025,670990
7170,310,4,2,3572,659990
7171,310,4,3,4067,679990
7172,310,5,3,4424,673990
7173,175,3,2,2424,657500
7174,266,3,2,1320,649000
7175,300,3,3,3040,699900
7176,175,3,3,2566,649000
7178,243,4,2,1628,699000
7180,150,5,3,1200,649000
7181,87,3,2,2898,659000
7182,87,4,4,3640,649900
7183,153,3,3,2764,695000
7186,310,5,2,3558,649999
7187,310,4,3,4046,668900
7188,265,3,3,3026,689000
7189,175,4,4,2789,662499
7190,368,6,3,3369,685000
7191,87,4,4,3584,684900
7192,300,3,3,2830,695000
7194,300,3,3,2830,685000
7195,87,5,4,3729,675000
7196,300,3,2,2722,679990
7197,34,3,3,2792,695000
7199,33,3,2,2644,690000
7200,310,4,3,3179,689500
7201,310,5,4,3741,664990
7202,87,5,3,3031,669999
7203,265,3,3,2500,699000
7205,64,4,3,3439,689900
7206,175,2,2,2524,695000
7207,300,3,3,2960,657500
7208,266,3,2,2289,674900
7209,243,5,3,2619,649900
7213,175,3,3,2833,699000
7214,266,2,2,1553,653000
7215,175,3,3,2610,679000
7216,175,3,3,2610,699000
7217,87,6,3,3763,695000
7218,266,4,3,1680,675000
7219,213,4,2,1546,649000
7220,368,4,3,3284,680000
7221,64,4,3,2504,649997
7222,310,4,3,2790,699000
7223,368,5,3,3601,695000
7224,153,4,3,2378,669000
7225,368,4,4,3836,699900
7226,185,5,3,3476,649900
7227,228,5,3,2917,650000
7228,185,3,4,2723,664900
7229,368,4,3,3371,697900
7230,405,3,2,1932,649900
7232,71,3,3,2083,650000
7233,77,4,3,2930,699000
7234,87,5,3,2824,649990
7235,87,5,3,2824,679990
7236,266,4,2,1911,699999
7237,300,3,2,2333,650000
7238,368,5,4,3529,699900
7239,368,4,2,2500,699000
7241,87,4,2,3274,699999
7242,300,3,3,2762,695000
7243,265,3,2,2929,649000
7244,278,3,2,2760,649900
7245,87,4,3,3313,690000
7246,310,3,2,3112,678800
7249,243,4,3,2301,695000
7250,154,2,3,2569,695000
7251,216,5,3,3326,650000
7255,265,3,3,2912,700000
7256,87,5,3,2970,679000
7258,213,5,4,3653,689588
7259,87,6,4,3673,678000
7260,34,3,3,3136,695000
7261,233,6,3,3320,699900
7262,216,5,3,3467,650000
7263,310,6,4,4235,698880
7264,265,4,3,2456,675000
7266,175,3,3,2724,699000
7267,266,3,3,3348,695000
7268,87,3,2,2056,649990
7270,265,3,2,2580,649900
7271,310,8,4,7508,650000
7272,300,3,3,2563,649000
7273,216,5,3,3404,654548
7274,228,4,3,3270,650000
7275,87,4,3,2500,649900
7277,300,3,3,2631,687000
7278,87,5,3,3165,649000
7280,87,5,3,3878,655900
7281,278,5,3,3272,699000
7282,266,3,2,1225,654000
7283,87,5,4,2988,679990
7284,175,3,3,2894,649000
7285,265,3,2,1850,679000
7287,87,6,5,4412,699999
7288,310,5,4,4094,676000
7289,87,4,3,3302,745800
7292,87,6,3,4313,700000
7293,34,3,2,3089,699000
7294,175,3,3,2721,711900
7295,368,5,4,3667,709900
7296,33,4,4,3832,699999
7298,87,7,4,3279,745000
7299,175,3,3,2912,699900
7300,310,5,3,3586,749900
7301,153,4,3,2544,730000
7302,141,4,3,3306,724900
7304,266,3,2,1431,719000
7305,175,4,4,3058,695000
7306,265,4,3,2426,739000
7307,266,3,2,1530,695950
7308,150,3,2,2372,725000
7310,266,3,2,1412,719000
7311,300,4,3,3883,695000
7312,175,3,3,2894,749000
7313,150,5,3,3212,749000
7314,87,4,2,2624,741452
7315,243,6,4,3738,715000
7316,228,4,3,3868,735000
7317,87,6,3,3074,695900
7318,87,3,2,2253,739000
7320,58,5,3,3598,714500
7326,300,3,3,2908,735000
7328,153,3,3,2855,695000
7329,310,5,3,3773,750000
7330,310,4,4,3385,749000
7331,87,4,2,3275,750000
7332,153,3,3,2362,710000
7334,87,5,4,2956,725000
7337,310,5,4,4677,713990
7339,300,3,3,3040,699900
7340,243,4,2,1628,699000
7341,368,4,2,2426,739900
7342,87,6,4,3446,739000
7344,266,3,2,1688,715000
7345,153,3,3,2764,695000
7346,216,5,3,3652,729000
7347,175,3,3,2379,745000
7348,153,3,2,3604,719900
7349,266,2,3,2127,745000
7351,175,3,3,2611,749000
7353,368,5,4,3983,749900
7354,300,3,3,2830,695000
7355,87,5,3,3572,724900
7356,87,5,3,3731,715000
7357,34,3,3,2792,695000
7358,300,4,3,3755,724000
7359,87,5,4,4148,707900
7360,33,6,4,4920,725000
7361,265,3,2,2714,750000
7362,373,5,4,3668,725000
7363,310,6,4,4125,752541
7364,265,3,3,2500,699000
7365,87,5,3,3849,718888
7366,300,3,2,2296,714900
7367,34,4,4,4399,729900
7368,233,5,3,3773,730000
7369,175,3,3,2791,734000
7370,175,2,2,2524,695000
7371,213,4,3,3123,749900
7372,87,5,4,3466,739000
7375,310,4,3,3200,729900
7376,87,5,4,3216,749990
7377,310,4,3,3200,729900
7379,266,4,4,2394,739000
7380,175,3,3,2833,699000
7381,300,4,4,2480,725000
7382,243,4,2,3082,710000
7383,175,3,3,2610,699000
7384,87,6,3,3763,695000
7385,87,5,3,3056,725000
7387,175,4,3,2849,739000
7389,368,5,3,3601,695000
7393,153,3,5,3641,750000
7394,368,4,4,3836,699900
7395,310,4,2,3138,739900
7396,87,5,3,2914,715000
7397,368,4,3,3371,697900
7398,87,5,4,3572,749000
7399,231,4,3,3333,725000
7400,266,3,2,1557,755000
7401,87,6,4,3667,708888
7402,233,6,4,4311,724900
7404,175,3,3,2724,749000
7405,77,4,3,2930,699000
7406,266,4,2,1911,699999
7407,310,6,4,4125,738800
7409,368,5,4,3529,699900
7410,266,3,2,1353,749000
7411,368,4,2,2500,699000
7412,87,4,2,3274,699999
7413,87,4,3,2968,749000
7414,300,3,3,2762,695000
7415,266,3,2,2747,749000
7417,216,6,4,4120,728800
7418,243,4,2,2352,727300
7419,153,3,2,1800,725000
7420,243,4,3,2301,695000
7421,154,2,3,2569,695000
7423,300,3,3,3169,750000
7425,265,3,3,2912,700000
7426,64,4,3,4300,749900
7427,310,6,4,4125,705221
7429,266,3,2,1793,725000
7430,243,4,3,2942,739000
7431,34,3,3,3136,695000
7432,233,6,3,3320,699900
7434,300,3,3,3188,739000
7435,310,6,4,4235,698880
7436,368,4,4,4110,725000
7437,175,3,3,2724,699000
7438,266,3,3,3348,695000
7439,87,5,3,3202,749000
7440,368,4,3,2891,739500
7442,265,4,3,2616,729000
7444,87,4,3,3183,744900
7445,368,5,2,2580,739000
7446,278,5,3,3272,699000
7447,310,4,3,3637,740000
7448,87,6,5,4412,699999
7449,266,4,2,1949,750000
7450,213,4,4,3426,750000
7451,87,5,3,3528,750000
7452,216,5,3,3715,749000
7453,300,3,3,3061,729000
7454,310,4,2,3553,755000
7455,82,6,4,3216,699000
7456,87,5,3,3670,729900
7457,300,4,3,3788,720000
7459,87,5,3,3501,749900
7460,87,3,2,3142,748950
7461,77,4,4,3879,749900
7462,175,3,3,2811,729000
7463,300,3,3,3097,699900
7464,300,3,3,2940,749999
7465,265,3,3,2982,749000
7466,266,2,2,2847,719000
7467,310,5,3,3650,750000
7468,175,4,4,2777,720000
7469,265,3,3,2682,719000
7471,278,6,4,4197,700000
7473,87,5,4,3216,699990
7475,310,5,4,3552,699000
7477,265,4,4,2952,750000
7478,231,5,5,3778,739000
7479,310,4,3,3666,699999
7480,153,3,3,2031,715000
7482,213,5,3,4066,799900
7486,87,4,3,3302,745800
7487,266,3,2,1994,795000
7489,310,5,4,4830,763588
7490,310,5,4,4830,764824
7492,310,5,3,3282,799000
7494,87,7,4,3279,745000
7497,266,3,2,1284,789000
7498,368,4,3,2684,785000
7499,310,5,3,3586,749900
7500,266,3,3,2105,789000
7501,278,6,3,3358,785000
7502,266,3,3,3042,799900
7503,300,4,3,2539,749000
7504,175,4,5,3502,764999
7505,87,6,4,4118,760000
7506,87,5,4,4136,799900
7507,87,5,3,3670,764900
7508,265,3,3,2456,780000
7509,87,5,4,4278,799900
7510,141,4,2,2737,775000
7511,87,5,4,3491,799900
7512,243,3,2,1832,774900
7513,175,3,3,2894,749000
7514,150,5,3,3212,749000
7515,87,3,2,2497,789636
7516,87,4,3,2891,792164
7517,310,5,3,3117,775000
7519,266,3,3,2900,785000
7521,87,5,3,4529,759000
7522,300,3,3,3129,789900
7524,310,5,3,4850,779900
7527,310,5,3,3773,750000
7528,310,4,4,3385,749000
7529,87,4,2,3275,750000
7530,141,3,4,4650,789000
7531,175,5,8,3989,795000
7532,368,4,3,2644,799900
7534,175,3,3,2800,748800
7536,175,4,4,2726,759000
7537,266,3,3,2821,799000
7538,310,6,4,5270,780990
7543,300,4,3,2615,759500
7544,175,5,3,3642,799900
7545,310,5,4,3825,780000
7546,87,4,3,2782,775000
7548,266,3,2,2030,799900
7550,266,3,2,2667,789000
7551,175,3,3,2379,745000
7552,266,2,3,2127,745000
7553,175,3,3,2611,749000
7556,266,4,3,1677,787500
7557,310,3,3,2452,799000
7558,87,5,2,2392,769900
7559,368,5,4,3983,749900
7560,310,4,3,2775,800000
7561,310,4,3,3700,800000
7563,278,4,5,3200,799999
7566,243,5,3,3188,799888
7567,233,3,2,1543,795000
7569,265,3,2,2714,750000
7571,185,4,2,2458,795000
7572,310,6,4,4125,752541
7573,64,4,3,2670,799900
7575,87,4,3,2975,799000
7576,310,3,2,3719,799000
7577,213,4,3,3123,749900
7578,265,4,3,2700,779900
7580,310,5,4,4895,799999
7582,87,5,4,3216,749990
7584,87,5,4,4249,760000
7585,175,4,3,3423,799000
7587,87,4,4,3197,764900
7588,300,3,3,2620,799000
7590,14,4,3,2378,775000
7594,153,3,5,3641,750000
7595,243,3,3,2304,765000
7596,87,5,4,3572,749000
7597,87,4,3,3676,779900
7598,266,3,2,1557,755000
7599,175,3,3,2724,749000
7600,266,3,2,1388,765000
7601,87,4,4,3687,780000
7602,175,3,3,2804,795000
7603,265,4,4,3212,799000
7604,87,3,3,2868,799000
7605,87,5,3,3736,778000
7607,368,4,3,2996,765000
7608,265,3,3,2498,768000
7609,266,3,2,1353,749000
7610,175,3,3,2750,788000
7611,175,3,3,3020,768000
7612,77,5,3,4200,799000
7613,87,4,3,2968,749000
7614,266,3,2,2747,749000
7615,175,3,3,2577,790000
7617,153,4,4,3380,775000
7618,407,3,2,1782,799900
7620,175,3,3,2872,795000
7621,175,3,3,2833,775000
7623,265,3,2,2164,779000
7624,368,5,4,3794,795000
7625,266,3,2,1954,774500
7626,300,3,3,3169,750000
7628,64,4,3,4300,749900
7630,310,4,3,3904,779000
7631,141,2,1,1244,800000
7640,243,4,2,1965,769900
7643,213,4,4,3426,750000
7644,87,5,3,3528,750000
7645,310,4,2,3563,789000
7646,216,5,3,3715,749000
7647,310,4,2,3553,755000
7650,87,5,3,3501,749900
7651,87,3,2,3142,748950
7652,77,4,4,3879,749900
7653,300,3,3,3773,765000
7654,87,3,2,3358,799900
7655,300,3,3,2940,749999
7656,265,3,3,2982,749000
7657,231,4,4,3200,775000
7658,310,5,3,3650,750000
7659,243,4,2,2203,779000
7661,368,4,3,3198,769000
7662,243,4,2,2218,789900
7663,153,5,3,3130,795000
7665,265,4,4,2952,750000
7666,141,5,3,2852,799900
7668,266,3,2,1942,799900
7669,266,3,3,2487,799000
7671,87,5,3,3254,778000
7673,243,5,4,3606,794900
7674,243,5,3,2832,749000
7675,243,4,2,2980,758888
7676,249,6,3,3430,760000
7679,213,5,3,4066,799900
7683,87,5,3,4619,848800
7686,266,3,2,1994,795000
7687,300,4,4,3524,869000
7688,153,3,4,3850,879000
7689,175,3,3,2811,859000
7690,233,4,3,3070,819777
7691,310,5,3,3282,799000
7692,266,3,3,2516,889900
7693,175,4,4,2905,825000
7694,147,4,4,3984,849000
7695,368,3,2,2917,849000
7697,310,5,3,3014,875000
7700,310,4,3,3219,815000
7701,266,3,3,3042,799900
7705,231,3,3,2660,879700
7706,266,3,2,2182,850000
7708,266,4,3,3000,895000
7709,87,5,4,4136,799900
7710,300,3,3,3288,847000
7712,87,5,4,4278,799900
7713,87,5,4,3491,799900
7715,265,4,3,3560,899000
7716,175,4,4,3524,859000
7717,266,5,4,2604,895000
7718,175,3,3,3669,874900
7719,300,3,3,3206,850000
7720,175,3,2,2631,899000
7721,266,4,3,2619,895000
7722,266,5,3,1825,899000
7724,153,4,3,3217,849000
7725,87,5,4,3735,878888
7726,153,5,4,3617,849000
7731,153,3,2,2410,819900
7732,300,3,3,3502,825000
7734,175,4,3,2924,849000
7735,265,3,3,3225,869000
7737,266,3,2,1774,858000
7740,300,3,3,3169,888900
7741,300,3,3,3074,895000
7742,175,4,3,2748,827000
7744,175,5,8,3989,795000
7745,368,4,3,2644,799900
7746,266,4,4,2972,899935
7747,300,4,3,3149,849000
7748,266,3,3,2821,799000
7749,300,3,3,3115,869500
7750,175,5,3,3642,799900
7752,175,3,3,2635,899000
7754,266,3,2,2030,799900
7755,405,5,5,4002,899900
7756,266,6,4,2218,855000
7757,87,5,4,3953,850000
7760,266,2,2,2726,819000
7763,266,4,3,2294,849000
7764,368,4,3,3143,875000
7765,310,3,3,2452,799000
7766,310,4,3,3692,849000
7767,310,4,2,2798,829900
7768,310,4,3,2775,800000
7769,310,4,3,3700,800000
7770,87,4,3,3413,815000
7771,278,4,5,3200,799999
7774,233,4,3,3668,869900
7775,300,3,2,2336,885000
7776,266,3,3,2032,864000
7777,243,5,3,3188,799888
7778,64,4,3,2996,849000
7779,233,3,2,1543,795000
7780,266,4,4,3606,899000
7781,310,5,3,3457,839000
7782,185,4,2,2458,795000
7783,233,3,2,1832,899000
7784,266,3,2,1957,809000
7785,64,4,3,2670,799900
7786,87,4,3,2975,799000
7788,310,3,2,3719,799000
7789,175,3,3,2883,897000
7790,266,3,3,2318,895000
7792,310,5,4,4895,799999
7793,266,3,2,2353,899000
7796,266,3,3,2440,889000
7797,153,4,3,3565,839000
7799,175,4,3,3423,799000
7801,243,5,3,4016,865000
7802,300,3,3,2620,799000
7803,175,3,3,2673,850000
7804,87,5,2,3346,899888
7805,310,5,4,4442,899990
7806,300,3,3,3300,879000
7807,243,6,3,4749,825000
7809,266,4,3,3049,879000
7810,153,4,5,4091,895000
7811,175,4,4,3247,830000
7812,233,4,3,3537,849900
7813,300,3,2,3250,829000
7814,243,5,3,3895,829800
7815,87,5,4,3953,827000
7819,175,3,3,2804,795000
7821,87,3,3,2868,799000
7825,77,5,3,4200,799000
7827,266,4,4,2397,899000
7829,407,3,2,1782,799900
7830,233,4,3,4862,899000
7831,175,3,3,2635,850000
7832,175,4,3,2520,899000
7833,175,3,3,2872,795000
7838,213,4,3,3867,899000
7839,310,3,2,3193,875000
7840,310,5,4,3937,898000
7841,368,5,4,3794,795000
7842,87,6,5,4248,824900
7844,265,4,4,2800,869000
7845,175,3,3,2635,849000
7846,266,2,2,2209,845500
7847,266,3,2,1984,868000
7849,213,5,4,3653,819990
7850,213,4,3,3123,849990
7851,141,2,1,1244,800000
7852,266,4,3,4370,885000
7856,153,3,3,2587,849500
7857,300,3,3,4057,830000
7858,265,4,3,2796,899000
7859,243,4,2,3065,837500
7860,153,4,3,3032,875000
7861,265,6,8,6100,889500
7862,300,3,2,3650,809000
7863,5,4,4,5250,849999
7864,87,5,3,3807,849000
7865,265,5,4,3425,899900
7866,310,4,3,3400,809900
7867,368,4,3,3550,860000
7868,405,4,3,4127,850000
7870,265,4,2,2684,895000
7871,265,3,3,3235,879000
7873,266,3,2,1882,899900
7875,64,3,3,3344,975000
7878,368,6,3,3500,998000
7879,265,3,3,2519,929000
7880,175,4,3,3400,995000
7884,310,4,4,3683,984900
7889,64,5,3,3288,998000
7890,175,4,4,3309,949000
7891,300,4,4,3017,995000
7896,233,4,4,4803,999999
7897,175,3,3,2883,979000
7898,310,5,4,4472,925000
7899,64,4,3,5183,990000
7900,265,4,3,3560,899000
7901,266,5,4,2604,895000
7902,175,3,2,2631,899000
7903,266,4,3,2619,895000
7904,175,3,3,3153,915000
7905,310,5,3,3655,999900
7906,266,5,3,1825,899000
7908,265,4,4,3696,929000
7909,265,4,4,2918,980000
7910,154,4,4,4075,925000
7911,153,3,3,3952,995000
7912,266,3,3,2034,999999
7913,175,4,3,3529,990000
7915,300,3,3,3805,949000
7916,300,3,3,3074,895000
7917,368,5,3,4505,965000
7919,175,2,3,1680,975000
7920,266,4,5,3934,998000
7923,175,4,4,3640,929000
7924,265,3,3,4239,995000
7925,368,5,3,3781,999000
7926,266,4,4,2972,899935
7927,175,4,4,3801,949999
7928,233,5,3,4372,999000
7930,405,5,5,4002,899900
7935,87,5,3,3895,950000
7937,266,3,2,2160,929000
7938,87,5,4,4331,994900
7939,153,5,3,3204,929000
7940,266,3,3,2213,995000
7942,300,3,4,3115,908000
7943,368,3,3,2530,975000
7944,266,4,4,3606,899000
7945,233,3,2,1832,899000
7946,233,3,3,3420,997700
7947,175,4,4,3309,939000
7948,265,4,4,3982,979000
7949,266,3,3,2034,999999
7952,175,3,3,2883,897000
7955,368,4,3,3200,978000
7956,266,3,2,2353,899000
7957,368,5,3,3760,925000
7958,405,4,3,2795,949000
7959,87,5,2,3346,899888
7960,310,5,4,4442,899990
7961,368,3,2,2279,949000
7962,266,3,3,2552,925000
7963,153,4,5,4091,895000
7966,175,4,3,3331,939000
7967,233,3,3,2332,925000
7971,87,4,4,4450,965000
7972,266,3,3,2969,949900
7973,153,3,3,2587,939000
7974,233,4,3,3706,988000
7981,233,4,3,4862,899000
7984,310,4,3,4670,949999
7988,368,6,4,5128,999000
7989,213,4,3,3867,899000
7990,310,5,4,4308,949900
7992,175,4,4,3409,990000
7994,175,5,5,3349,940000
8000,265,3,3,3157,959000
8004,175,4,4,3689,998500
8005,153,3,3,3300,998900
8006,265,5,4,3425,899900
8007,310,3,3,3979,999000
8011,266,3,2,1882,899900
8012,300,4,4,3914,989000
8013,87,4,4,4142,898950
8014,87,6,5,4531,985000
8015,368,4,3,2974,898000
8018,300,5,4,5249,899000
8019,87,6,4,3802,899000
8022,87,5,4,4167,899852
8026,310,5,5,4388,949000
8029,266,3,2,2591,938000
8033,175,4,3,3226,979000
8035,175,4,5,4296,975000
8037,154,4,3,3926,965000
8038,310,5,4,4308,898000
8039,310,5,4,5057,950000
8040,265,4,4,3371,949000
8042,154,3,3,3428,995000
8046,300,4,4,3521,899900
8047,87,5,4,4531,999900
8048,310,4,3,4739,975000
8049,233,3,3,2831,898999
8050,231,3,3,5155,960000
8051,175,4,4,4154,999789
8052,310,4,3,5074,910000
8053,368,4,3,4318,923000
8054,310,6,4,4352,927900
8055,175,4,4,3117,989000
8058,265,4,3,3733,925000
8060,175,3,2,3278,899000
8061,154,4,3,3468,909000
8062,300,3,3,2957,919000
8064,150,4,3,2685,899000
8066,300,3,4,2958,949000
8067,153,4,3,3380,945000
8071,78,4,3,3685,1170000
8072,299,6,4,4751,1218888
8073,182,3,2,1113,1095000
8074,78,5,3,3489,1058000
8075,413,4,4,5847,1495000
8076,304,5,3,4559,1174000
8078,299,5,4,3845,998000
8079,304,5,4,3935,1250000
8080,38,3,2,2492,1173000
8082,299,5,3,3971,1299000
8083,381,4,3,3528,1200000
8085,182,5,4,3648,1195000
8086,38,4,3,3504,1099000
8088,381,4,2,2800,1088000
8089,299,5,5,5475,1299888
8090,38,4,3,3052,1390000
8092,40,3,2,2178,1140000
8093,38,4,3,3519,1150000
8094,38,7,7,6860,1350000
8096,182,4,4,3910,1395000
8097,304,6,6,6500,1395000
8098,83,7,4,4678,1100000
8100,38,4,3,4242,1299000
8101,304,4,3,4099,1050000
8102,79,4,3,3482,1188000
8103,78,4,4,4072,1498000
8104,299,5,4,4494,1488000
8105,299,5,4,4159,1298000
8106,79,1,1,1046,1288800
8107,78,5,4,3489,1250000
8108,182,4,3,3735,1495000
8109,9,6,4,4987,1200000
8110,182,4,3,3850,1175000
8111,78,4,5,4225,1470000
8112,182,5,3,4052,1000000
8113,381,4,3,3726,1049500
8116,182,5,3,2698,1390000
8117,182,5,4,3792,1099000
8118,250,4,3,2961,1450000
8119,299,4,3,3208,1298000
8120,78,5,3,2957,1198000
8122,299,5,4,3963,1288000
8123,38,4,3,3319,1499995
8124,182,4,3,3807,1350000
8125,78,5,2,2889,1150000
8126,79,5,3,4649,1190000
8127,78,4,3,3285,1288000
8128,38,3,2,2938,1198000
8129,78,5,3,2702,999000
8131,210,6,3,3346,995000
8132,299,4,4,4282,1375000
8133,299,5,4,5482,1450000
8134,78,5,5,4732,1499800
8135,79,3,2,1990,1200000
8136,79,5,3,3270,1200000
8137,304,4,4,4400,1399000
8138,182,5,4,3146,1100000
8139,78,5,5,4235,1198000
8140,78,4,3,3841,1025000
8141,304,4,4,3742,995000
8142,299,4,2,3508,1199900
8143,299,5,4,4494,1358000
8147,250,5,4,4814,1195000
8148,381,5,4,4500,1435000
8149,182,4,3,3475,1090000
8150,38,4,3,2995,1250000
8151,411,4,4,5743,1500000
8152,381,4,3,4410,1484000
8156,38,4,4,4130,999900
8158,38,5,4,5046,1500000
8159,182,4,3,3249,1250000
8160,299,4,4,3899,1129000
8161,37,5,7,4400,1390000
8162,38,3,3,2562,1049000
8163,79,6,3,2834,1490000
8164,38,4,4,5250,1475000
8165,381,4,4,3868,1069000
8166,304,5,5,5285,1395000
8167,235,5,5,4271,1399999
8168,38,4,4,3638,1195000
8169,38,6,6,5800,1349000
8170,381,5,4,6054,1199000
8171,304,4,3,4105,1239000
8172,413,5,4,2697,1190000
8174,182,4,4,3781,1100000
8175,299,4,4,4227,999000
8176,38,3,2,4227,995000
8177,79,5,4,3884,1150000
8178,38,7,4,3600,1295000
8179,381,5,3,4184,1025000
8180,38,5,7,5248,1199900
8182,299,5,3,4284,1039000
8183,299,5,4,3971,1260000
8184,381,4,2,4275,1250000
8186,182,4,3,4276,1199000
8187,143,4,3,1620,1495000
8188,299,4,4,3449,998800
8189,299,5,3,3512,998000
8190,299,5,6,5788,1480000
8191,299,5,4,3969,1295000
8198,78,5,5,4411,1326000
8199,299,5,6,4000,1275000
8200,299,3,1,1189,1120000
8202,381,5,4,4375,1499900
8203,182,3,3,2896,1299000
8204,182,5,4,3688,1099000
8205,381,4,3,4111,1299000
8206,78,5,3,3394,1198000
8207,316,6,5,3796,998000
8208,299,4,3,3278,1029888
8209,304,4,4,4790,1199000
8212,182,6,6,7444,1180000
8213,9,5,4,4433,999000
8215,38,3,2,2270,999999
8216,78,5,4,5220,1425000
8217,182,4,4,2776,1065000
8218,413,4,3,5000,1155000
8220,182,3,3,3806,1095000
8222,250,5,5,4510,1095000
8224,235,3,3,2300,1300000
8225,182,5,4,5751,1399000
8226,38,3,2,1392,1089000
8227,304,3,2,2314,1200000
8231,413,4,4,5847,1495000
8232,299,5,5,4771,1890000
8233,38,5,5,4206,1799999
8234,182,4,4,3178,1995000
8235,304,5,5,4887,1799999
8236,299,7,5,7101,1749000
8239,78,5,4,4437,1700000
8240,38,5,4,3705,1699000
8242,182,4,4,3409,1675000
8243,78,4,3,4868,1888000
8245,299,6,5,6065,1950000
8247,78,4,4,4072,1498000
8248,182,4,3,3735,1495000
8249,78,5,4,4312,1749990
8250,381,4,3,5102,1750000
8251,299,6,6,5892,1699900
8252,15,8,5,9497,1700000
8253,38,4,3,3319,1499995
8255,78,5,5,4732,1499800
8257,299,6,6,5825,1760000
8258,299,6,6,5281,1695000
8259,182,4,5,4617,2000000
8260,38,3,3,3698,1599000
8261,299,7,5,5479,1720000
8262,411,4,4,5743,1500000
8263,38,7,5,5524,1699000
8264,299,6,6,5381,1730000
8265,304,5,4,3600,1799500
8267,38,5,4,5046,1500000
8268,381,4,3,5633,1549000
8269,299,6,5,5079,1688888
8270,381,4,5,11183,1999999
8272,78,5,4,4161,1790000
8273,38,5,4,5500,1825000
8276,78,5,4,4304,1780000
8277,38,6,4,4121,1595000
8279,38,4,4,5467,1735000
8282,182,5,5,4448,1977000
8283,381,5,4,4375,1499900
8284,182,5,4,4305,1825000
8285,78,5,5,6110,1900000
8286,38,4,5,4587,1799000
8287,381,7,7,6576,1639000
8288,78,5,4,5729,1998000
8289,182,4,4,5112,1550000
8291,38,5,5,5208,1899000
8292,143,9,8,17667,1999888
8293,182,5,4,4435,1750000
8296,38,5,5,7162,1899997
8297,250,4,4,5983,1825000
8299,182,5,4,4111,1699000
8300,391,3,2,1386,239000
8301,140,4,2,1853,254950
8302,74,3,1,1256,219950
8303,92,2,1,960,210000
8304,229,1,1,825,199000
8305,15,3,2,1340,249000
8306,316,2,1,896,220000
8307,92,3,2,1578,209900
8308,210,2,1,1608,199000
8309,391,3,2,1452,230000
8310,15,3,2,1542,245000
8312,182,3,1,1160,229950
8313,38,2,1,638,229000
8314,15,3,2,1629,239900
8315,0,4,2,1572,230000
8316,316,3,2,1162,205000
8318,391,3,2,1420,255000
8319,15,3,2,1540,235000
8320,210,4,1,1381,195000
8321,143,3,2,1300,250000
8322,361,2,2,1250,239900
8324,391,3,2,1795,255000
8325,284,3,2,1352,229000
8326,391,4,2,1456,219900
8327,391,3,2,1672,245000
8328,194,3,2,1842,199000
8329,391,3,2,1483,240000
8330,38,2,1,542,229000
8331,411,1,1,846,220000
8332,194,3,2,1409,199000
8333,0,4,2,1604,208000
8334,361,3,2,1272,244900
8335,391,2,2,1692,240000
8336,391,3,1,1178,195000
8337,143,3,1,1060,209000
8338,143,3,2,1266,249900
8340,143,2,1,820,199900
8341,318,2,1,840,250000
8343,391,3,2,1257,220000
8344,391,3,2,1581,239900
8345,318,2,1,765,239000
8347,92,2,1,1008,215000
8348,414,3,2,1368,210000
8349,13,2,2,1309,249000
8350,318,2,1,989,247000
8351,316,2,2,1368,199000
8352,2,3,2,1181,215000
8353,2,4,2,1726,237000
8354,391,3,2,1122,205000
8355,2,4,3,2103,255000
8356,361,2,1,856,205000
8357,92,3,1,1344,210000
8358,160,3,2,2200,255000
8359,414,2,2,1748,245000
8360,316,4,2,1032,209000
8361,391,3,2,1192,214000
8362,143,3,2,1296,245500
8363,132,2,1,832,199500
8364,229,3,2,1580,209000
8365,414,3,2,1570,229900
8366,143,3,2,1222,249000
8367,15,3,2,1060,225000
8368,92,3,2,1374,230000
8369,182,3,2,1576,225000
8370,92,2,1,904,199000
8371,38,1,1,493,229999
8372,38,3,2,1120,235000
8373,92,3,1,1274,229900
8374,143,2,2,1366,209999
8375,38,2,1,864,245000
8376,391,3,2,1334,230000
8377,391,3,2,1517,235000
8378,13,2,1,841,210000
8379,194,3,2,1712,255000
8380,143,3,2,1282,255000
8381,92,2,1,935,254000
8382,2,3,2,1479,240000
8383,15,3,2,1348,229900
8384,391,4,2,1642,249999
8385,194,3,2,1306,245000
8386,36,2,1,984,214000
8387,316,2,2,1180,199000
